POU1HjdXziM,Gurdeep Parhar
qxDMaS1w8rQ,Hari Ravikumar
3GBrJiSMFu0,Natalie Jeremijenko
DWoAShyDSsY,Angela Des Jardins
1N6e0DnGq38,Mariah Gladstone
qG6SnAIinj0,Heather Lavelle
S6cX2p5cBVg,Roger Payne
P2y3Uspr8Bg,Anders Fjellberg
aL00a3sfnYM,Deborah Gordon
Vi8k6BG9KVk,Manwar Ali
yhyzTTaMN7E,Munir Virani
ONXYcNS7k1Y,John Gerzema
5QGApheKRc0,Jordan Wirfs-Brock
AjF0rquH11U,Emma Doyle
G1RRbupCxi0,Scott Young & Vat Jaiswal
BQj2ZSGPsY8,James Beacham
4bHO8NZwmIg,Stephen Hall
8meWY0W40OA,Rob Hopkins
tAReayFqUEY,Sangu Delle
3BS1itqCKHo,Barry Schwartz
bHLgTUV0XWI,Eve Ensler
j81saupKVpo,Helder GuimarÃ£es
uH0aihGWB8U,Daniel Kish
7VRzn8hc5mc,Maurice Mikkers
OSGHRMKrVM8,Samira Hayat
zZo3S5j1Pf8,Kim Behrens Kaufman
uq83lU6nuS8,Ash Beckham
2dnSoGaEHxs,Sarah Johnson
ufUkAQOQaXU,Read Montague
YVfR2sBWJ2E,Paulo Zagalo-Melo
uEkgM9P2C5U,Jeff Speck
WLMJHdySgE8,Robbyn Peters Bennett
gSHbRSAcN6Q,Matt Harvey
iNgBSj4S5HY,David Burkus
vVsXO9brK7M,Adam Leipzig
9YGZkgkj3fM,Betty Chen
uL5XUwfkxZw,Leah Chase & Pat Mitchell
pqTkuaAykBw,Anders Ynnerman
SPLooRl0PSU,Khalil Fuller
MiOVX7qKQ24,Gill Hayes
n8yhaFdSGpM,Carrie Poppy
b1sQZxrBMXk,Scott O'Neil
1Gtc0ounD5I,Angeliki Yiassemides
a19lSbFPRqY,Andreea Diaconescu
ibcgMSS0mAs,Teresa Hodge
HdwOlk6HIVc,Brian Cox
FD5ZKiSmoMU,Michael Tilson Thomas
XKc9MJDeqj0,Stewart Brand
t5KNNlxLScc,Aurelien Baillon
zwjLQgNd7XM,Dyan deNapoli
DZfOvYiQtow,IÃ±igo San MillÃ¡n
6V6p1tgHfm0,Robb Willer
4jBB5iibKy0,Ben Saunders
zdSdqUuvLk4,Kirby Ferguson
ZBWwREYWzbU,Christopher Deam
8u9Wvz1edxI,Roseann Lake
LwSzyoYlIsA,Greg Hampikian
XLi6iYnnsGc,Karima Bennoune
CBphxhTY8mc,Christian Madsbjerg
lbBDoFp2HIQ,Ayesha Khalid
tMSU6k5SWXg,Martin Rees
GYcP2BR8EtY,Claudia Costin
GDts2SbyuXE,Grainville School
es4w3WUcrN0,Jeff Kirschner
OHBaOyaltpU,Zarif Sahin
U5SyBjKKicA,Lucy Kalanithi
9AgCr2tTvng,Lidia Yuknavitch
Fom14XGMFHA,Dr. Irum Tahir
0HYakD8XQ88,Janelle Applequist
LiUClSItcy0,Nancy Lublin
FWTSBLVOASI,Elaine Hsiao
QdAG161FeT8,April Requard
wDxjss7kHRw,Marjo Mitsutomi
BZsdiVTFt7Y,Teodora Buzea
8zj8HJntlP4,Maura Malloy
6weGCM3sWKc,Suki Kim
H74XsXCjKA8,Molly Clark
GjYt5uQPu8o,Dr. Susan Canney
klUoJxGv9wg,Adam de la Zerda
StqRJhHNUGA,Trisha Prabhu
RDSSLJG7oi8,SinÃ©ad Burke
mSjqjC5OcjM,Theo Wilson
I9weytKalQQ,Venkata Macha
CSLy17buxlI,Nathan Schmitt
o1abyP4zfGg,Dr. Spenta Wadia
AlCqyZEXM1I,Luis Vargas
rkKDvGA2UU0,Elspeth Penny
r1qdSnDm67s,Russell Muren
rufeSSlZJg8,Megan Kamerick
GIt6Z0k3PQo,Stephen Coleman
JSLUS3qLv0I,Aline Ploeg
axAxSDq3rn8,Kent Frankovich
O6jrLgvCUNs,Harry Baker
DhSoIwxWkkI,Brian K. Patterson
xsU10fX0aC0,Alejandro SÃ¡nchez Alvarado
7kkRkhAXZGg,Stacy Smith
jbHpF7EySck,Jacqueline Novogratz
wMOXHHadFyE,Briken Min Jie Foong
OIpgrZ8ySSQ,Jamila Raqib
oghkCpRYVjU,Ria Patel
6qqqVwM6bMM,Bunker Roy
SSy6CJLMuiw,Kayla-Leah Rich
p0wY7IHCwlI,Gracie Schram
WFImhWa5oUw,Alia Eyres
SL052IOoX0Y,Reuben Margolin
XFOkSdlPafQ,Professor Christine Loscher
jDy5j0c6TrU,Tasos Fratzolas
y3EG6cO3ngc,Kai Kloepfer
IyrcWMvu9ek,Malika Whitley
5rCu44USO14,Ben Doerr
zL2FOrx41N0,Johanna Blakely
eHrcRquSEs4,Renny Gleeson
Zx8uYIfUvh4,Diana Nyad
NbpSibMSEiE,Tim Marquez
yXTtHmj1sr0,Chris Comer
BEsJI6Nxo4Q,Edward Burtynsky
2G0wQfUl9EU,Xavier Vilalta
FETryXMpDl8,Alaa Murabit
3bFabjnryE0,GÃ«zim PaÃ§arizi
fIICVeGW4RY,Catherine Mohr
pz1TDXKSTHc,Melike Lakadamyali
YdSSA7POsN0,Rosilin K. Varughese
Mpge4XQqfac,Signe  Wilkinson
sE3gxX5CiW0,Jim van Os
wcSMzf3ztcs,David Huynh
Ctz4E2ARkCg,Toms Kreicbergs
59K6SwHLtcw,Basel Al Haj
eIho2S0ZahI,Julian Treasure
sbbzZYJSoJ4,Mandy Straight
6JM9JD2iYrk,Liz Hajek
erg8sDIYjmw,Simone Reyes
G0ZjSInJ4BQ,Wendy Troxel
pwdPxj3gHQ0,Amy Ben-Horin
O6cmKeRV3Z0,Larry Merculieff
lrZZoCmSnME,Eric Walton
5YL3LT1ZvOM,David Pizarro
nz0cAjXVepg,Tara Winkler
GZadCj8O1S0,Rob Reid
D8SSLLnV3W8,Julio Gil
Cr1usGUSuL4,Barat Ali Batoor
9SqHrhrTktc,Tal Golesworthy
mzu3ira61k8,Maryam Elassar
jeOumyTMCI8,Sunitha Krishnan
d5wfMNNr3ak,John McDougall
VKwFSRsaoY0,Palani Mohan
vNDhu2uqfdo,Mary Lou Jepsen
OFbF16DVTXY,Nathan Kuehne
jiUKpX09zo4,Bill Gates
7UOEkSYkxdU,Monika Bulaj
cVSg6uQfllk,Elizabeth Wolfson
qm0isl11BfY,Aditi Gupta
iCXfJVCg1LA,Haas&Hahn
qBHIT9yEPh4,Erik Hersman
cdpIwjTtLlg,Sean Kirst
eH5qxw6Pd1c,David J. Lewkowicz
OaGk5BSO0Pg,Tarun Gupta
yvSQiSvuLLM,Mark Mueller-Eberstein
UAj1hsXp18c,Suheir Hammad
v8YoSPXN7UA,Mandy Len Catron
urKhVssiygA,Ben Mezrich
vLMKtb5bipc,Freya Wright Brough
04VbxnzUwes,Richard Cooke
JrJJxnSgCdo,Gavin Schmidt
fTosle3h3G8,Nikko Snyder
sa0RUmGTCYY,Esther Perel
bZ3qQySIPgI,Shannon Galpin
HCgvSHNoJrY,Ameenah Gurib-Fakim
eNDhBSR1DZ0,Kenneth M. Quinn
F3OhcpKSUBc,Eric Dishman
uUDu8jQ6qHo,Rocky Thomas
UWKvpFZJwcE,Peter Doolittle
N2HgOWBXyc4,Diane Mars
XzNLfw5lS4A,Patrick Chappatte
TDCYJ3Sgx2w,Talithia Williams
xZUzRDfQVYk,Andri SÃ¸ren
9FBxfd7DL3E,Martin Seligman
6tpsSu5O0Ws,John Zelenski
LJhklPJz9U8,Christopher Ryan
XUW5pfux2IA,Jose Maria ARANAZ
VM7HQSzbdIw,Mikko Hypponen
SI3e6Mkfp7M,Drew Philp
3M29BY86bP4,Mathis Wackernagel
oimk352QvAg,Bret Simner
nqj6fH2i9go,Raphael Fellmer
pyWrZceeKNE,Chad Littlefield
BpxVIwCbBK0,Kevin Allocca
GKjScLeyNJk,Dorothy (Dottie) Metcalf-Lindenburger
W0StyxgMk1o,Martin Wezowski
jcp5vvxtEaU,Jason Clay
AE0gO5wSaok,Vincent Cochetel
zOSaCQ6xHS8,Geert Chatrou
C0byYFXjRJM,Rives
VC3H1lMEeS4,Ashly Eli
8m5Ebx6nuGE,John Scherer
vqz49SrYRMk,Michael Scott Moore
pWaxi4H2xPU,Mandy Len Catron
iSpwUpdQdyY,Tony Hawks
osBbP6Om4Mg,Alison Killing
uNQujCwCu88,Anastasia Dedyukhina
R6XSIhgJLzA,Maya Beiser
PGsQwAu3PzU,James Pennebaker
4GKTEDqbQIw,Laura Overdeck
pSZaIvgWUlk,Cornelia Dinca
5zTLgSAx2M4,Laura Burian & Miguel Garcia & Barry Olsen
UtBsl3j0YRQ,David Steindl-Rast
SsU5CJRaKP8,Lackland H BloomJr
SRSJX0qRVSw,Lilia Fromm
5HeZaYtfDf8,Carolyn Bertozzi
RsiLLNziScM,Michelle Rhee
9jRkACywckE,Stanley McChrystal
8sQ2p89P0Us,Dena Simmons
FzApYQDIXlg,Noah Feldman
n8Y8FK8gonc,Dan Ariely
stngBN4hp14,Annie Murphy Paul
3LmjSv8N8hE,Carl Safina
Li4S1yyrsTI,Esta Soler
HByDu4uOFY4,Maite HontelÃ©
OtNpDaQqNSQ,Ben Siegel
jk0Y3Ss212w,Kaden Salem
yeVz0rtXCmw,Jeffrey Brown
cWcVPpxezE0,Faridoun Hemani
nItwVO9stX8,Sheikha Al Mayassa
GqGksNRYu8s,Rachel Botsman
d25l1aPz2kc,Robyn Sue Fisher
0tqq66zwa7g,Dr. Alia Crum
XKiQl5WZQ5I,Alice Bentinck
gzcwS02ZB1o,Shlomo Benartzi
nnYhZCUYOxs,Guy Standing
ao3NtIZ0iBU,Tracy Oseran
jKcm96l0uqE,Christa Orechio
Yd4lCL2hBH0,Kaz Yamaguchi
t5dSmG8SI34,Dominique Christina
aeiSXpmMQys,Boone Pickens
OlLFK8oSNEM,Wanis Kabbaj
jKAehegqTvg,Lisa Bunnage
J3Zsj4LfsSo,Ethan Kay
0QbLI1U4cLE,Louis-Albert De Broglie
SpTGUTSFvf4,Fields Wicker-Miurin
8b2vNkEtfpc,David Craig
aR5N2Jl8k14,Maurice Conti
fVLJU45SnLY,Ivan Krastev
SSJkV8IzsZA,Emily Kennedy
kDXJhxLzmBQ,Steve Ramirez & Xu Liu
SXKNASvfHWs,Courtney Martin
tiWwrdMqvvM,Alexander Betts
hLltkCSG5dY,Steven Johnson
fHfhorJnAEI,Michael Rubinstein
s4smjT1qwZU,Carl Schoonover
qsJYrwzfd6w,Juliana Rotich
gB23pKmyIHM,Tamara Sonn
Rr5Py1r9xjw,Molly Steer
7Oe11XnBvA8,Barbara Tolbert
zw9NXY3xOOI,Amit Sood
5CSDIcUsIJk,Minda Dentler
pGSQG0IyNTo,Vivien Cumming
P7n2rYt9wfU,Katie Bouman
ocqn3wYTCRM,Joseph Takahashi
no809a9j25w,Merideth Thompson
kYZqyjzuaOw,Janet Courtney
0zvrGiPkVcs,Esther Duflo
yPGwA7t6bpI,Jared Diamond
BwIGcvBGSRk,Matteo Mantovani
lhqYBhLh1IM,Megumi Nishikura
uPZw3ebk8oI,Nusrat Durrani
aupPrDnhrKA,Nadine Hachach-Haram
soqnBdPOwoo,Ran Peleg
8pqStCgDkT4,Scott Schwefel
xyfS0SMAsFA,Lawrence Lessig
gyPoqFcvt9w,Thordis Elva & Tom Stranger
CprpSEjVtwA,Dixon Chibanda
MiPXuEFAdIc,Jens Thoms Ivarsson
pWrgvI4nyyg,Vik Mohan
DqCsQqy9MyU,Linda Doyle
MOhVyS9fWdE,Jessica Hamilton
tJ54irRmdC0,Vlade Divac
9YeQi5Zqy1I,Yaniv Erlich
TZy5Srsksls,Nellie Partow
vGzBcBZrOSw,Shawna Coronado
S9ry1M7JlyE,Theaster Gates
jVBp2nDmg7E,Amir Amedi
xGGtRQ3wCB4,Louis Jackson
PhVP1tNeGyY,Dave Troy
wAdwurHhvSI,Hasan Elahi
vvEH93EQiKg,Loretta Falcone
voXOUWiJuLo,Amit Majmudar
69U0QWeZy0g,Kate Nezelek
qgv8VoyJ3wA,Keith Lowe
8SAWKDRHZuw,Blaine Harden
JLLpWtHbMAo,Tom Chaby
9OECsmMont4,Gabe Davidson
5M3Dow20KlM,AnnMarie Thomas
sA8T2Fh6l0U,Iwona Olszowska
U5kIdtMJGc8,Jim Simons
8HplGZBS7FY,Craig Beals
sLo97Bu8Fo0,Meera Vijayann
WSSaFAZS0Dw,Jarrelle M.
SGMVTJ9ZKVc,Talithia Williams
cmlRinjYKfM,Liza Donnelly
n3qA8DNc2Ss,Isabel Wilkerson
fbU9l46Lz7c,Erica Carlson
c6mhFgAjqwA,Diana Nyad
VSJpBJal3F8,Ian Landy
apbSsILLh28,BJ Miller
00j9bKdiOjk,Jacob Cramer
buRLc2eWGPQ,Maysoon Zayid
SwaBFUgSoT8,Elizabeth Gilbert
JGVU8n7jjHc,Matt King
UIAm1gSVgn0,Amal Kassir
HJqtUUDhaxA,Soraya Chemaly
rtcrqLWZrS0,Lauren Sallan
b98IwSAeGQg,Peter Haas
i1MRJrm9Gts,Eric Haseltine
I6M54p8VQFA,Hawa Abdi & Deqo Mohamed
yhMi0tkYyT8,Ed Gavagan
btlF4ZSAoFc,Rihards Fedotovs
bRuU02haIK8,Bruce Cairnie
IJwlyf7rCtU,Emily Salisbury
1X7fZoDs9KU,Simon Anholt
UVDgemuZdho,Anne Curzan
FjibavNwOUI,Lyle Ungar
JCI9FBP0Abg,Kirils Kobrins
5riPKdpuoiI,David Lang
e450FJaS3no,Alessandro Lanteri
84QouBqCIWg,Alex Danilowicz
56JMahuMlvE,Bruce Grierson
GGScU5ESei4,Richard Sears
NXfYNdapq3Q,Pia Mancini
ko32Hr1SoPc,Ewa Marcinek
3B24RaqA33k,Robin Steinberg
3yfFwDq4R5M,Alix Generous
EZwxKPv1CwA,Maajid Nawaz
aSGIZBmGOsU,David Ewoldsen
EBKSa94IFHY,Stuart Russell
RFArUQAQ4UU,Vanessa Slavich
vSONFixSe4k,Neal Barnard
DL0SgcP15Ts,Kevin Stone
hFgPtuzgw4o,Sheryl WuDunn
HAKea48B3oM,Roeland Dietvorst
YhG1Bgbsj2w,Eve Ensler
BsFxokC02sg,Christi Hay
EszGIvRdgTE,Jill Tarter
9X68dm92HVI,Dan Ariely
SvBggxCNNno,Andreas EkstrÃ¶m
Q0lARjgVnIU,Donna Miles-Mojab
WonC2e5aOGE,Jeanine Staples
8sheoGMsy3Q,Sean Follmer
vcxwcWuq7KQ,Linda Liukas
enW2OUGzqtQ,Jolynna Sinanan
eD9F5HdyKqU,Joe Madiath
QoT0S2vu9m4,David Pogue
jR4jbI3Ds9A,Mike Dillon
tj2jeYqfLuA,Tom Waller
JHSi3vixhOs,Isabella Lupi
86Hyq4bBpA0,Robyn O'Brien
ISSupr6ayqw,Sarah Lewis
RAooSSSeUIk,Richard Turere
AAkEYcmCCCk,Rip Esselstyn
WMKBalpKvwE,Saoussen CHEBAIKI
K74JqctvM2g,Richard Yonck
VbeekjZPSCI,Rhiannon Giddens
uXlSmKZ7aSc,Loretta Napoleoni
IxjwJ0Y1bxE,Una Riekstina
Q6U69HbAF9Y,Richard Browning
SKWIlMZSMZo,Soto Yamauchi
rFAdlU2ETjU,Paul Zak
kTz52RWSbD0,Brittney Cooper
U9cGdRNMdQQ,Ron Gutman
LCxcnUrokJo,David Autor
rAAY1jOZFSE,Adelynn Mrosko
Z24sXLBnOu4,Emma Hutchinson
FI8c14giiWQ,Kai Ludwigs
L6N06hTuESE,Jerzy Vetulani
gniDHWq0RSQ,Alex Filippenko
bZsn1SDARRs,Natsai Audrey Chieza
vlj9aPKB9m0,Natasha Tsakos
uU6o2SUFSEY,Stephen Tonti
g3TyY9y8mBc,Pat Divilly
NCJTV5KaJJc,Sally Kohn
vR8msiSohZM,Everett Kennedy Brown
DSPWxjBgvF4,Blythe Harris
YhJPoyv8O3A,Chris Arnold
n3kNlFMXslo,Laura Vanderkam
Re53vgaVFvI,Cameron Russell
byHcqsGvcj8,Laura Howard
UtA860ss1eU,Ozgur SahinPh.D
40Aziot4aao,Black
iST7tCMUDXU,Dr. Gerald Pollack
56WGgJNBRxQ,Adam Karr
2wu28tI9VkM,Duarte Geraldino
p9HPUiEdEj0,Rajal Pitroda
WsmVX5C1HXY,Trish Morrison
XkiXXPShycA,Peter Eigen
joyi6anTSFQ,Debbie Lacy
D9xJl4S6NsM,David Anderson
2tCcoSRZqVY,Dan Ariely
K2mhMzVCfhI,Debra Tillinger
sNV4yIyXXX0,Markham Nolan
AS3Pyc4Qr2Q,Philip Hyldgaard
b1bKfLaiSlI,Lujhendra Ojha
ESNiCniw0JE,Mary Bassett
7tu9nJmr4Xs,Lissa Rankin
jAemhSJxgOk,Cesar Harada
BFygtNQSJcU,David Miller
dx70vvOSlNY,Stephen O'Keefe
h8cF5QPPmWU,Manu Prakash
4T9N3ZcRBSI,Pam Dorr
pVQdpofMhwU,Nastassia Subban
NVrpKRdtWwc,Jacques PATEAU
gWmRkYsLzB4,Anthony Goldbloom
KabSmpUSYVM,Dao Nguyen
Sx4Gsh0r9HU,Kash Gaines
bdEF9WEiO5g,Caroline Phillips
XGk6mWv47dc,Dan LoDestro
wD3S6JIUF7M,Tara Houska
EmuzDrI7TM0,Isabelle Corten
lDq9SQxvsNU,Sheena Iyengar
Rpsf1YJsbbI,Tanya Erzen
APPbSStpGHk,Tania Israel
I64CQp6z0Pk,Randall Munroe
HfotnZVEq80,Justine Rogers
7PRp8j75o6Y,Richard Stamps
Df2JBnql8lc,Amishi Jha
q49LtMyXK7Q,Josh Luber
S4XXhSwYASk,Darcey Bussell
i18gxxnJ2nc,Stuart Fuchs
6gSwRHScq6M,Misha Glenny
u9hauSrihYQ,Michael Vsauce Stevens
mhJumNSd9OI,Aaron Westbrook
Skl42b9B9yA,Camille Litalien
xV7IvRT5Qyw,Andrew Wheeler
HIZmSSvXH98,Marita Cheng
UMhLBPPtlrY,Peter Attia
J6uL4vDAU3s,Rita Clifton
mkdSXHXhCcw,Gretchen Carlson & David Brooks
zfSmvhtkASE,Ann Sado
wcMnmCH6Gjg,Sara Khatib
4uAAegPkCKo,Scott Fulbright
Z5TUpNZqjM8,Jay Walker
s2F41IQSPGE,Mannat Malhi
deT1mILtFEY,John Bridgeland
dOOtM7ZpAS8,Bjorn Ihler
mWfCqsFP05A,Lawrence Lessig
KyamsZXXF2w,Tom Chatfield
Fivy99RtMfM,Bart Knols
ZcFRfJb2ONk,Cindy Foley
aSCsNcqY1mk,Kevin Surace
iISw251TIgw,Arlie Petters
8woKcr7uSYQ,Sara DeWitt
r9DDE7NV1Nw,James A. White Sr.
1SnQ27ZxS8A,Priyanka Lopez
xkFTZcUPjBg,Memory Banda
1U2qMRGihGg,Dan Gartenberg
8qIbZL80jSw,Wilmot Arendse
mjDjbJJlqZ0,Alex Steffen
uKByBgqxOw4,Colin Camerer
y9ALB39wRKo,George Papandreou
zK8mdS7LJQQ,Sean Dagan Wood
FMJgZ4s2E3w,Philip Zimbardo
fC9da6eqaqg,Reshma Saujani
GUSLEJB9SLU,Bauke Steenhuisen
STsOdmkH5fI,David Miller
ht1zFl7HyO8,Robert Overweg
dSykikzbckE,Christina Lamb
qx6KKSeT4qw,Robert Gupta
1gdKrtwBGqY,Andrew Tyndale
ASQpKiUSNHo,Pavan Sukhdev
uNDWvejza4c,Ilze MatÄ«seâ€‘VanHoutana
1BfMMoLYMlg,Callum Ormonde
X03jYXszD3Q,Tsipor Maizlick
59SRn1SkWAA,Alice Dreger
zpNBwNgWejs,Ruben Oppenheimer
xnKaOL2IBPY,Michael GregerM.D.
n4EhJ898rSk,Jennifer Pahlka
MgUTzbGakRw,John Capp
6SeYu0fCtU8,Alyssa Monks
0Amg53UuRqE,Jennifer Chipman
1joQ8ZhX2o4,Hans Shakur
Qprd1VNNNec,John Bohannon
iFTWM7HV2UI,Zeynep Tufekci
Qi8MoU6g8Sc,Wout Kommer
B2MLxx8c2FA,Clive Alderton
6ZiN9ZJT294,Shelby Nelson
0PAy1zBtTbw,JR
umKKrbmdHFM,Wade Davis
ZSbKuSsYHVY,Kayvon Coffey
CijsvAGU6Sc,Carlo Ratti
SpQ1BCdSTTI,Ani Liu
tWmJcRSxShc,Milton Glaser
10MvdLL2EpY,Robert Palmer
os69gEFXUW4,Maria Bezaitis
4EUAMe2ixCI,Dan Barber
I4fJPKSKbrA,Todd Saunders
4BwSMSCFdu0,Holly Wyatt
KkYuhwr3esg,George Logothetis
cHSQGnhdSi4,George Takei
qAYqK9lAxic,Sara Seager
WzDygsn0Djs,Artur Nilsson
7Xnty9zSCrA,Shyla Speth
sJKFyDbWVqA,Damjan Stankovic
vbHkhSfaQu8,Yassmin Abdel-Magied
W0WOfMeWvsQ,Rena Pederson
svNcoU59IQ0,Jonas Eliasson
SsnWLZvRNZc,Zuzanna Lewandowska
AAxJL17gZhk,Dr Liberty Vittert
48NRknBcz6k,Assiye SÃ¼er
tFX68SJs2S0,Patricia Ryan
DZT6YpCsapg,Paul Gilding
KCr8s57hdzY,Elif Shafak
FQdQhV1yjfc,Aparna Rao
u4L130DkdOw,Anna Rosling RÃ¶nnlund
yBFCSRtfTfg,LaToya Ruby Frazier
sW9sr2SZ5kk,Asha de Vos
DgofaSv4MA4,Dotsie Bausch
iHWIZsIBj3Q,Harald Haas
pi4JOlMSWjo,Elena Herdieckerhoff
ooAIIeo4AJQ,Stephen Palumbi
H4Fwn3RHa14,Jon Schull
0NV1KdWRHck,Shah Rukh Khan
1YO1FmVAPrA,Maria Scileppi
eMSonXncSjA,Nina Tandon
pnv5iKB2hl4,Roman Mars
seARHjX8Ssg,Monica McCarthy
DLEbNRdqX0U,Elise Roy
b0vDWqp6J7Y,Eames Demetrios
ro1Ksq5DihU,Jonathan Kerr
hmFnzc3oZ04,Tom Malterre
iCvmsMzlF7o,BrenÃ© Brown
UuXeY3S2emA,Rachel MasonM.S.M.A.
7SrGFfZMJ6Q,Rob Brisk
TVtgb153S6I,Aziz Abu Sarah
MKKGS38vCO8,Brett Boehamn
Yr0eW6PbmOs,Catherine Heymans
SgOTaXhbqPQ,Oliver Sacks
3bjSba3PScU,Nadia Lopez
J0WQz9qlgZI,Erika Wagner
IwPOPLSieD0,Teitur
2vVAzRN5ez8,Vaishali Kasture
Wm0GKnd3JvA,Seung Chan Lim
Cqj0sgrNL10,Jessica Jackley
GzzHawjP648,Eliza Owen
BRETz2FSheQ,Christien Meindertsma
LmPBNaO1c58,Farzana Kashfi
bX32UShfri4,Janine Shepherd
LKAhTELkOV8,Maya Schuldiner
Ed4SeoQypy0,Hyeonseo Lee
AhSSmLEMgis,Sajan George
9SuptXUPZxQ,Neta Pulvermacher
hrpwRdijvCM,Flemming Funch
rRxdxIbSQbY,Zenia Tata
Cu3ILSqFJJQ,Trevor Clements
gHxr8uJeqsg,Don Levy
nOHVwSqktoM,Tash Sultana
HWsehvUkISc,Max Little
6ydYeyNSQVY,Fraser Callaway & Oliver Ward
H7Gn2a0GnAc,Martha Mosse
W1KIgMXPR28,Boniface Mwangi
Mu00S1dAMl4,Mel Mwevi
bC0hlK7WGcM,Sparsh Shah
WfDSFRPjQTo,Todd Scott
tbvUCrS5S5I,Naoko Ishii
0iIh5YYDR2o,Michael Porter
SyIgLSfLCww,Zahra Latif
mKPmlliPL0U,Ingrid LaFleur
0K5OO2ybueM,Adam Alter
4c1lqFXHvqI,David Eagleman
HxMGItCnINE,Jack Choi
t6eFzt6kFGE,Yvette Alberdingk Thijm
QuaIMgzIOn8,Adrianne Haslet-Davis
3q3WOrs8kAM,Kel Walters
7SvPhw9hAHs,Nick Carillo
SdBPkbi4SR8,Helen Bos
RxyQNEVOElU,Naomi Oreskes
XiDAztWWAuM,Negin Farsad
9kxL9Cf46VM,Maz Jobrani
4u636RVZTIY,Kevin Faulconer
ClfBxWPkBKU,William Black
0gMCZFHv9v8,Skylar Tibbits
QQ0K98XDvds,Charlie Jane Anders
SciUx65Q94U,Joe Smith
kTsqFn33RiQ,Jennifer Keesmaat
9IgOVOPLTYI,Sam Richards
4tQee2SJgUo,Touria El Glaoui
ec9GyxEUGec,Neal Gittleman
WWRXOqYwRkM,Esther Honig
cQvDUTOOkiI,Brian J. Grim
jfqwHT3u1S8,Don Tapscott
SIKqVKyyW6w,Zoe Charles
HSZ1ZvjlKDE,Jason Leitch
S8DwxjDrNNM,Lee Mokobe
t4tNALubJTA,Zander Cannon
oXbhTHaMwTw,Thomas Heatherwick
AzcMEwAxSP8,Jorge Cham
S8bJ3YlgL1Q,Sarah Liberti
Qy5A8dVYU3k,Matt Killingsworth
WruaJOkaXCU,Gabrielle Presbitero
DkyMCCnNI3Q,Tom Chi
X1DlJpPqDFo,Benedetta Berti
xbagFzcyNiM,Cecilia McGough
ETFkztcoMVc,Rachel Pritzker
ac1mOswXxLs,Jason Anderson
Tmk7nAvpMXQ,Kate Marvel
m2SLpM5uL5g,MinhHa Pham
lD69n6Ur2P8,Angie Lau
m6X1i8khmt8,Deanna Van Buren
3dy4SGkSD8M,Norman Lear
0e3lCYwtm9o,Liam O'Dell
k4vzhweOefs,Ricardo Semler
1SPazvfN9EU,Margaret Heffernan
2Hen0zqMA7M,Nina Prunet-Sharma & Kalin Sivolella
STdSfeMDeI4,Ori Shavit
5xuNNHY5XNA,Dabney Evans
dY7iATJVCso,Marla Spivak
wVGjQSnLg4Y,Freeman Dyson
bzj1BTdfoeI,Jacob Mallinson Bird
KzeQSZ3bQ2g,Shou-En Zhu
gObgox0tfgw,Fumiko Hoeft
xFSCX9mAHPo,Al Vernacchio
fWInyaMWBY8,James Hansen
4KhnSz9FPmU,James O'Keefe
CkDYlQhx0wY,Phil Miller
CVdPhUPO5YU,Jonathan Rossiter
NgbqXsA62Qs,James B. Glattfelder
HYzrdn7YLCM,David R. Dow
LFJ9WAHowcg,Charmian Gooch: My wish
wIkvIKeRNoY,Alison Killing
YmVZ8zXJO48,Jonathan Drori
w1R4F9sSoow,Lara Setrakian
VSUWNySSpLI,Chinaka Hodge
sAQfzHBpRsc,Mark Bezos
6liIKYeUzaY,Tasos Frantzolas
2XiDdnDCD34,Wadah Khanfar
Eu22Wgu98VE,Calvin Williams
pvBlSFVmoaw,Greg Gage
eOvG4ZXQxUU,Michael Quintern
xh8el8m9mLM,Sandra ChapmanPh.D.
mUJdzaLDRIo,Mario Alonso Puig
kTqgiF4HmgQ,Rachel Botsman
xNiBDGBw4Zs,Domenica Bueti
ydKcaIE6O1k,Rutger Bregman
PSXxEyYQc5g,Hugh Jones
0z03xkwFbw4,Eran Segal
2JSZ66uMRwc,Ian Bremmer
pYgvVDCHRZM,Maad Sharaf
6ibCtsHgz3Y,Lisa Bu
W7kZWmw3JxY,Paula McGuire
4AaSUyfNN4c,Laurens Trebes
4BZuWrdCS9Q,Louise Evans
ODLgS00f9BE,Hugh Evans
MLvwTlbj1Y8,Todd Kuiken
anmktfGYw8k,Helene Smit
8ZKTWji7k5Y,Shaela Niles
StzWIIgIRZY,Siobhan Keenan Fitzgerald
SyjbDUP1o0g,Sonia Livingstone
yioZhHe1i5M,Tom Wujec
adijpJHdWIU,Jesse Mooney- Bullock
4Z75ASJMBx4,Joel Salatin
1pq5jnM1CSA,Sheena Iyengar
gYKyaDOyUO4,Marcelino DaCosta
7jx0dTYUO5E,Mary Roach
YKACzIrog24,Eduardo BriceÃ±o
3m6dV7Xo3Vc,Pico Iyer
1z3Fgtj8fqk,Matt Poischbeg
tWBiTYUlhxQ,Frank van Mierlo
YMyofREc5Jk,Pellegrino Riccardi
w6vVXmwYvgs,Kayla Delzer
j7fRIGphgtk,Amanda Burden
tBbyP0P7BRg,Starr Lake
fVhggGSjXVg,Tan Le
mMasmrJOmEo,Nancy Sathre-Vogel
TSc1gtK1MJo,Anna De Schutter
3z1cCT2NP4k,Eric Sanderson
